Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
french-vanilla-bath-gift-set,French Vanilla Bath Gift Set,"<h2>First, imagine the person who you are going to greet.</h2>
<p>Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
<p>Apart from that, <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h2>What exactly can you get at our store?</h2>
<p>There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>
<p>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<ul>
<li>There are several thousands of gift items at your disposal, all classified.</li>
<li>And this classification is the thing which will help you out.</li>
<li>There are ‘Gifts for him’, ‘Gifts for her’ or ‘Gifts for kids’ - use the ideas suggested there, they might give you a hint what can be a good gift for the person.</li>
</ul>
<h3>If you know the answer - congrats, you’ve almost chosen the perfect gift</h3>
<p>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<blockquote>
<p>Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
</blockquote>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Also you can choose a gift for a house - this gift type is usually one of the most demanded ones. Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>",Classygift,Gift Baskets,"Dolor, Sit amet",true,Title,Default Title,,,,,,0,shopify,98,deny,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_1.png?v=1553603202,1,,false,,,,,,,,,,,,,,,,,kg,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_2.png?v=1553603202,2,,,,,,,,,,,,,,,,,,,,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_3.png?v=1553603202,3,,,,,,,,,,,,,,,,,,,,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_4.png?v=1553603202,4,,,,,,,,,,,,,,,,,,,,,
french-vanilla-bath-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/french_vanilla_bath_gift_set_5.png?v=1553603202,5,,,,,,,,,,,,,,,,,,,,,
free-fisher-unisex-knit-beanie-stubble-beard,Free Fisher Unisex Knit Beanie Stubble Beard,"<p>Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet. Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one.</p>
<h3>First, imagine the person who you are going to greet.</h3>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one:</p>
<ul>
<li>Count on us</li>
<li>Define the type of nature they possess</li>
<li>Put several questions to yourself</li>
</ul>
<p>What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners.</p>
<h4>What kind of things do they already have?</h4>
<p>Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet.</p>",Classygift,Jewelry,"",true,Color,Black,Size,XL,Type,Wood,,1200,shopify,100,continue,manual,35.00,40.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_1.png?v=1553603187,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_1.png?v=1553603187,lb,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,Blue,,XXL,,Metal,,2500,shopify,100,deny,manual,39.00,43.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_2.png?v=1553603187,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_2.png?v=1553603187,kg,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,Red,,XL,,Wood,,800,shopify,1,deny,manual,35.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_3.png?v=1553603187,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_3.png?v=1553603187,oz,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,Black,,XXL,,Paper,,100,shopify,13,continue,manual,37.00,42.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_4.png?v=1553603187,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_4.png?v=1553603187,g,,
free-fisher-unisex-knit-beanie-stubble-beard,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/free_fisher_unisex_knit_beanie_stubble_beard_5.png?v=1553603187,5,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,Burt's Bees Baby Bee Getting Started Gift Set,"<h3>First, imagine the person who you are going to greet</h3>
<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist.</p>
<p>Put several questions to yourself: what is their hobby?</p>
<ol>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
<li>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one.</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - <strong>please feel free to contact us, we’ll gladly help you</strong>!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<h4>No matter who you have to choose a gift for - we are here to assist</h4>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">Remember: a great present may be an everyday thing but shaped in a highly aesthetic way</a>. The very usage of it brings pleasure and light to their owners. What kind of things do they already have?</p>",Classygift,Jewelry,"",true,Title,Default Title,,,,,654654654-56,0,shopify,0,deny,manual,50.00,,true,false,'541265746854231,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_1.png?v=1553603172,1,,false,,,,,,,,,,,,,,,,,kg,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_2.png?v=1553603172,2,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_3.png?v=1553603172,3,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_4.png?v=1553603172,4,,,,,,,,,,,,,,,,,,,,,
burts-bees-baby-bee-getting-started-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/burts_bees_baby_bee_getting_started_gift_set_5.png?v=1553603172,5,,,,,,,,,,,,,,,,,,,,,
broadway-basketeers-souring-saphire-sympathy-gift-tower,Broadway Basketeers Souring Saphire Sympathy Gift Tower,"<h2>No matter who you have to choose a gift for - we are here to assist</h2>
<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<p><strong></strong>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: <strong>a great present may be an everyday thing</strong> but shaped in a highly aesthetic way.</p>
The very usage of it brings pleasure and light to their owners. <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">Apart from that, you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist.<br>
<ul>
<li>Count on us</li>
<li>Is it something fancy or closer to minimalism?</li>
</ul>
<p>If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it. Nevertheless, you still might be thinking ‘how do I choose a gift if I don’t know the person well?’ Count on us. There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>",Classygift,Toys,"Dolor, Sit amet",true,Title,Default Title,,,,,'327038,4500,shopify,100,deny,manual,80.00,88.00,true,true,555-6322-1,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/broadway_basketeers_souring_saphire_sympathy_gift_tower_1.png?v=1553603157,1,,false,,,,,,,,,,,,,,,,,kg,,
broadway-basketeers-souring-saphire-sympathy-gift-tower,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/broadway_basketeers_souring_saphire_sympathy_gift_tower_2.png?v=1553603157,2,,,,,,,,,,,,,,,,,,,,,
broadway-basketeers-souring-saphire-sympathy-gift-tower,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/broadway_basketeers_souring_saphire_sympathy_gift_tower_3.png?v=1553603157,3,,,,,,,,,,,,,,,,,,,,,
broadway-basketeers-souring-saphire-sympathy-gift-tower,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/broadway_basketeers_souring_saphire_sympathy_gift_tower_4.png?v=1553603157,4,,,,,,,,,,,,,,,,,,,,,
broadway-basketeers-souring-saphire-sympathy-gift-tower,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/broadway_basketeers_souring_saphire_sympathy_gift_tower_5.png?v=1553603157,5,,,,,,,,,,,,,,,,,,,,,
bath-bombs-gift-set,Bath Bombs Gift Set,"<p>The very usage of it brings pleasure and light to their owners. Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h4>Choosing a gift may be an incredibly challenging thing to do…</h4>
<ol>
<li>First, imagine the person who you are going to greet</li>
<li>Put several questions to yourself: what is their hobby?</li>
<li>What kind of things do they already have?</li>
<li>Is it something fancy or closer to minimalism?</li>
</ol>
<p><strong></strong>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. <strong>The very usage of it brings pleasure and light to their owners.</strong> Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you.</p>
<p>If you know what a person does go to the ‘Interest section’: you’ll see the gifts for cooks, cyclists, gardereners, pet lovers, owl owners and for many more.</p>",Classygift,Souvenirs,"",true,Size,L,,,,,327AE-6,700,,99,deny,manual,119.00,,false,true,'327038522,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/bath_bombs_gift_set_1.png?v=1553603143,1,,false,,,,,,,,,,,,,,,,,kg,,
bath-bombs-gift-set,,,,,,,,XL,,,,,556-62225,1500,,1,deny,manual,110.00,120.00,true,true,'48245687465,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/bath_bombs_gift_set_2.png?v=1553603143,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/bath_bombs_gift_set_2.png?v=1553603143,kg,,
bath-bombs-gift-set,,,,,,,,XXL,,,,,'64554,300,shopify,50,deny,manual,115.00,,true,true,'2353565467,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/bath_bombs_gift_set_3.png?v=1553603143,3,,,,,,,,,,,,,,,,,,,kg,,
bath-bombs-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/bath_bombs_gift_set_4.png?v=1553603143,4,,,,,,,,,,,,,,,,,,,,,
bath-bombs-gift-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/bath_bombs_gift_set_5.png?v=1553603143,5,,,,,,,,,,,,,,,,,,,,,
4ever-romantic-stainless-alloy-metal-silver-nautical-steering-wheel-anchor-and-love-boat-rudder-helm-couple-keychain,4EVER Romantic Stainless Alloy Metal Silver Nautical Steering Wheel Anchor & Love Boat Rudder Helm Couple Keychain,"<h2>First, imagine the person who you are going to greet.</h2>
<p>Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
<p>Apart from that, <a target=""_blank"" href=""https://www.youtube.com/watch?v=YlagcvqQjLQ"">you can get a gift voucher</a> - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!</p>
<h2>What exactly can you get at our store?</h2>
<p>There are several thousands of gift items at your disposal, all classified. And this classification is the thing which will help you out.</p>
<p>Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<ul>
<li>There are several thousands of gift items at your disposal, all classified.</li>
<li>And this classification is the thing which will help you out.</li>
<li>There are ‘Gifts for him’, ‘Gifts for her’ or ‘Gifts for kids’ - use the ideas suggested there, they might give you a hint what can be a good gift for the person.</li>
</ul>
<h3>If you know the answer - congrats, you’ve almost chosen the perfect gift</h3>
<p>Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>
<blockquote>
<p>Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one. If you know the answer - congrats, you’ve almost chosen the perfect gift - just go through our site classification and you’ll recognize a great gift option as soon as you see it.</p>
</blockquote>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Also you can choose a gift for a house - this gift type is usually one of the most demanded ones. Choose ‘Gifts for a bedroom/kitchen/garden’ section and see what is offered there. What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way.</p>",Classygift,Jewelry,"Dolor, Lorem ipsum, Sit amet",true,Title,Default Title,,,,,,0,shopify,98,deny,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/4ever_romantic_stainless_alloy_metal_silver_nautical_steering_wheel_anchor_and_love_boat_rudder_helm_couple_keychain_1.png?v=1553603129,1,,false,,,,,,,,,,,,,,,,,kg,,
4ever-romantic-stainless-alloy-metal-silver-nautical-steering-wheel-anchor-and-love-boat-rudder-helm-couple-keychain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/4ever_romantic_stainless_alloy_metal_silver_nautical_steering_wheel_anchor_and_love_boat_rudder_helm_couple_keychain_2.png?v=1553603129,2,,,,,,,,,,,,,,,,,,,,,
4ever-romantic-stainless-alloy-metal-silver-nautical-steering-wheel-anchor-and-love-boat-rudder-helm-couple-keychain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/4ever_romantic_stainless_alloy_metal_silver_nautical_steering_wheel_anchor_and_love_boat_rudder_helm_couple_keychain_3.png?v=1553603129,3,,,,,,,,,,,,,,,,,,,,,
4ever-romantic-stainless-alloy-metal-silver-nautical-steering-wheel-anchor-and-love-boat-rudder-helm-couple-keychain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/4ever_romantic_stainless_alloy_metal_silver_nautical_steering_wheel_anchor_and_love_boat_rudder_helm_couple_keychain_4.png?v=1553603129,4,,,,,,,,,,,,,,,,,,,,,
4ever-romantic-stainless-alloy-metal-silver-nautical-steering-wheel-anchor-and-love-boat-rudder-helm-couple-keychain,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/4ever_romantic_stainless_alloy_metal_silver_nautical_steering_wheel_anchor_and_love_boat_rudder_helm_couple_keychain_5.png?v=1553603129,5,,,,,,,,,,,,,,,,,,,,,
1-pair-mens-silver-oval-wedding-cufflinks-groom-best-man-usher-page-boy-cuff-link-gift,1 Pair Mens Silver Oval Wedding Cufflinks Groom Best Man Usher Page Boy Cuff Link Gift,"<p>Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet. Put several questions to yourself: what is their hobby? What kind of things do they already have? Is it something fancy or closer to minimalism? Define the type of nature they possess:  a romantic or pragmatic and down-to-earth one.</p>
<h3>First, imagine the person who you are going to greet.</h3>
<p><iframe src=""https://www.youtube-nocookie.com/embed/YlagcvqQjLQ?rel=0"" allowfullscreen="""" height=""720"" width=""1280""></iframe></p>
<p>Define the type of nature they possess: a romantic or pragmatic and down-to-earth one:</p>
<ul>
<li>Count on us</li>
<li>Define the type of nature they possess</li>
<li>Put several questions to yourself</li>
</ul>
<p>What exactly can you get at our store? Almost anything, strating from tea cozies and retro vinyls to chic desk accessories and different gadgets for cars, home and office. Remember: a great present may be an everyday thing but shaped in a highly aesthetic way. The very usage of it brings pleasure and light to their owners.</p>
<h4>What kind of things do they already have?</h4>
<p>Apart from that, you can get a gift voucher - the recipient will choose a gift themselves. If you have any questions, suggestions or hesitations - please feel free to contact us, we’ll gladly help you!  Choosing a gift may be an incredibly challenging thing to do… unless you have someone like us to help you. No matter who you have to choose a gift for - we are here to assist. First, imagine the person who you are going to greet.</p>",Classygift,Gift Baskets,Lorem ipsum,true,Color,Black,Size,XL,Type,Wood,,1200,shopify,100,continue,manual,70.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_1.png?v=1553603116,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_1.png?v=1553603116,lb,,
1-pair-mens-silver-oval-wedding-cufflinks-groom-best-man-usher-page-boy-cuff-link-gift,,,,,,,,Blue,,XXL,,Metal,,2500,shopify,100,deny,manual,68.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_2.png?v=1553603116,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_2.png?v=1553603116,kg,,
1-pair-mens-silver-oval-wedding-cufflinks-groom-best-man-usher-page-boy-cuff-link-gift,,,,,,,,Red,,XL,,Wood,,800,shopify,1,deny,manual,65.00,70.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_3.png?v=1553603116,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_3.png?v=1553603116,oz,,
1-pair-mens-silver-oval-wedding-cufflinks-groom-best-man-usher-page-boy-cuff-link-gift,,,,,,,,Black,,XXL,,Paper,,100,shopify,13,continue,manual,69.00,75.00,true,true,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_4.png?v=1553603116,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_4.png?v=1553603116,g,,
1-pair-mens-silver-oval-wedding-cufflinks-groom-best-man-usher-page-boy-cuff-link-gift,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0073/2076/4471/products/1_pair_mens_silver_oval_wedding_cufflinks_groom_best_man_usher_page_boy_cuff_link_gift_5.png?v=1553603116,5,,,,,,,,,,,,,,,,,,,,,
